# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
82            	smoothSolver	3.113230e-04	1.235310e-05	4	2.017750e-03	1.895940e-04	2	false	GAMG	8.962890e-03	3.751470e-04	2	true
83            	smoothSolver	2.338080e-04	8.803960e-06	4	1.843320e-03	1.729510e-04	2	false	GAMG	9.414200e-03	3.803520e-04	2	true
84            	smoothSolver	2.741370e-04	2.723430e-05	2	1.942730e-03	1.839000e-04	2	false	GAMG	8.948220e-03	4.033330e-04	2	true
85            	smoothSolver	1.965500e-04	6.877990e-06	4	1.965130e-03	9.610870e-05	4	false	GAMG	1.031430e-02	4.276180e-04	2	true
86            	smoothSolver	2.032380e-04	1.805630e-05	2	1.845410e-03	1.800870e-04	2	false	GAMG	9.202200e-03	3.452990e-04	2	true
87            	smoothSolver	1.586860e-04	1.301490e-05	2	1.877640e-03	1.773580e-04	2	false	GAMG	9.214570e-03	3.375650e-04	2	true
88            	smoothSolver	1.951470e-04	1.276880e-05	2	1.829530e-03	8.754660e-05	4	false	GAMG	1.040790e-02	4.272080e-04	2	true
89            	smoothSolver	1.823910e-04	1.487090e-05	2	1.898430e-03	8.738090e-05	4	false	GAMG	1.064570e-02	4.397270e-04	2	true
90            	smoothSolver	2.362680e-04	1.732870e-05	2	1.899410e-03	9.448760e-05	4	false	GAMG	1.035650e-02	4.717420e-04	2	true
91            	smoothSolver	2.196020e-04	1.992750e-05	2	1.965560e-03	9.304740e-05	4	false	GAMG	1.059310e-02	4.593660e-04	2	true
92            	smoothSolver	2.850970e-04	2.661360e-05	2	1.969300e-03	1.052720e-04	4	false	GAMG	1.056170e-02	5.664720e-04	2	true
93            	smoothSolver	2.502310e-04	2.467390e-05	2	2.080720e-03	1.056960e-04	4	false	GAMG	1.071080e-02	4.931380e-04	2	true
94            	smoothSolver	2.852680e-04	1.280050e-05	4	1.957590e-03	1.012580e-04	4	false	GAMG	1.017570e-02	4.792400e-04	2	true
95            	smoothSolver	2.613790e-04	1.110610e-05	4	1.896900e-03	8.683780e-05	4	false	GAMG	1.058070e-02	4.945110e-04	2	true
96            	smoothSolver	2.844590e-04	1.212530e-05	4	1.915160e-03	1.009540e-04	4	false	GAMG	1.002270e-02	4.638150e-04	2	true
97            	smoothSolver	2.535960e-04	1.067840e-05	4	1.973150e-03	9.913920e-05	4	false	GAMG	1.049690e-02	4.950510e-04	2	true
98            	smoothSolver	2.649430e-04	1.057560e-05	4	1.897920e-03	9.796240e-05	4	false	GAMG	9.950510e-03	4.502170e-04	2	true
99            	smoothSolver	2.276290e-04	9.462890e-06	4	1.919690e-03	9.574230e-05	4	false	GAMG	1.042270e-02	4.718040e-04	2	true
100           	smoothSolver	2.111600e-04	1.892920e-05	2	1.828750e-03	8.760880e-05	4	false	GAMG	9.848920e-03	4.190630e-04	2	true
101           	smoothSolver	1.683080e-04	7.055120e-06	4	1.908200e-03	9.761940e-05	4	false	GAMG	1.036580e-02	4.151380e-04	2	true
102           	smoothSolver	1.788220e-04	1.501550e-05	2	1.736670e-03	1.735600e-04	2	false	GAMG	9.273070e-03	3.386360e-04	2	true
103           	smoothSolver	1.442230e-04	1.232360e-05	2	1.879940e-03	9.094840e-05	4	false	GAMG	1.006980e-02	3.925420e-04	2	true
104           	smoothSolver	1.880220e-04	1.435140e-05	2	1.875830e-03	1.016180e-04	4	false	GAMG	1.057450e-02	4.578400e-04	2	true
105           	smoothSolver	1.670640e-04	1.350790e-05	2	1.837380e-03	8.698800e-05	4	false	GAMG	1.039230e-02	4.396510e-04	2	true
106           	smoothSolver	2.248240e-04	1.863740e-05	2	1.949800e-03	1.056400e-04	4	false	GAMG	1.032480e-02	4.751710e-04	2	true
107           	smoothSolver	1.901600e-04	1.763700e-05	2	1.835470e-03	9.081910e-05	4	false	GAMG	1.051250e-02	4.776040e-04	2	true
108           	smoothSolver	2.713670e-04	2.614380e-05	2	1.994310e-03	1.082080e-04	4	false	GAMG	1.040760e-02	5.431140e-04	2	true
109           	smoothSolver	2.179850e-04	9.266880e-06	4	1.920890e-03	1.005350e-04	4	false	GAMG	1.072360e-02	4.843080e-04	2	true
